Simulations,Pedestrian,Real X,Predicted X,SSE X,Real Y,Predicted Y,SSE Y
1400,0,700,698.3268397,2.799465339,1076,1063.68046,151.7710758
1400,1,734,735.6537585,2.734917133,1184,1190.336623,40.15278618
1400,2,733,734.6850839,2.839507649,1234,1245.523856,132.7992601
1410,0,700,698.9679493,1.065128582,1076,1063.341813,160.2296902
1410,1,734,734.7940775,0.630559058,1184,1191.214403,52.04761167
1410,2,733,734.7982203,3.233596146,1234,1246.249294,150.0452084
1420,0,700,698.7610797,1.534923454,1076,1063.323574,160.6917728
1420,1,734,735.434439,2.057615302,1184,1191.049933,49.70156149
1420,2,733,735.6744135,7.152487629,1234,1246.06049,145.4554118
1430,0,700,698.6192734,1.906405869,1076,1063.362665,159.7022356
1430,1,734,734.9590134,0.919706649,1184,1190.872705,47.23406784
1430,2,733,734.6392489,2.687136841,1234,1245.964321,143.1449682
1440,0,700,699.396066,0.364736247,1076,1062.683692,177.3240587
1440,1,734,734.9446935,0.89244584,1184,1190.973625,48.63144712
1440,2,733,734.864074,3.474771714,1234,1246.483792,155.8450679
1450,0,700,699.1612456,0.703508931,1076,1063.260434,162.2965473
1450,1,734,734.7292198,0.531761453,1184,1191.29471,53.21279925
1450,2,733,734.791634,3.209952386,1234,1245.671389,136.221311
1460,0,700,698.9856384,1.028929506,1076,1062.933285,170.7390513
1460,1,734,735.155628,1.33547606,1184,1190.100108,37.21131431
1460,2,733,734.7059178,2.910155403,1234,1246.696291,161.1958056
1470,0,700,698.9091073,1.190046799,1076,1063.490432,156.4892802
1470,1,734,734.9498836,0.90227884,1184,1191.365094,54.2446032
1470,2,733,734.4176447,2.009716473,1234,1245.714567,137.2310728
1480,0,700,698.857658,1.304945303,1076,1062.911697,171.3036673
1480,1,734,735.3727012,1.884308689,1184,1191.19149,51.71753504
1480,2,733,734.7528798,3.072587463,1234,1245.484046,131.8833079
1490,0,700,698.9335097,1.137401493,1076,1062.78484,174.6404618
1490,1,734,735.2969831,1.682165186,1184,1191.067798,49.9537694
1490,2,733,734.5976186,2.552385208,1234,1245.723329,137.4364479
1500,0,700,699.2145024,0.617006547,1076,1063.37185,159.4701679
1500,1,734,735.1399911,1.299579787,1184,1190.607433,43.65817335
1500,2,733,734.7453797,3.046350359,1234,1246.399122,153.7382326
1510,0,700,698.8922774,1.227049395,1076,1063.158311,164.908982
1510,1,734,734.9974815,0.994969364,1184,1191.679846,58.98002864
1510,2,733,734.4318887,2.050305262,1234,1245.85435,140.5256127
1520,0,700,699.2020287,0.636758193,1076,1063.273878,161.9541909
1520,1,734,735.2182181,1.484055276,1184,1191.026717,49.37474744
1520,2,733,734.7938455,3.217881528,1234,1246.912256,166.7263654
1530,0,700,698.9773982,1.04571453,1076,1063.086415,166.7606834
1530,1,734,735.0652497,1.134756949,1184,1191.148797,51.10530556
1530,2,733,734.7603623,3.098875393,1234,1246.151056,147.6481736
1540,0,700,699.1626513,0.701152853,1076,1063.758298,149.8592741
1540,1,734,735.411186,1.991445977,1184,1190.870946,47.209897
1540,2,733,734.6994124,2.888002528,1234,1245.227542,126.05771
1550,0,700,698.972269,1.056231059,1076,1063.299679,161.2981453
1550,1,734,735.2309921,1.515341671,1184,1190.744557,45.48904818
1550,2,733,734.3471244,1.814744087,1234,1245.243968,126.4268083
1560,0,700,698.9301909,1.144491567,1076,1063.492302,156.4425106
1560,1,734,735.1250141,1.265656669,1184,1190.901629,47.63248175
1560,2,733,734.5362391,2.36003042,1234,1246.703849,161.3877726
1570,0,700,698.8008973,1.437847198,1076,1063.213481,163.4950778
1570,1,734,735.3891576,1.929758735,1184,1190.977157,48.68071368
1570,2,733,734.6222352,2.631646888,1234,1245.305542,127.8152821
1580,0,700,698.957881,1.086011925,1076,1063.054808,167.5780033
1580,1,734,735.5015793,2.254740338,1184,1190.771896,45.85857361
1580,2,733,734.6418157,2.6955587,1234,1245.529671,132.9333224
1590,0,700,698.7344691,1.601568416,1076,1062.999397,169.0156724
1590,1,734,735.4623804,2.138556389,1184,1191.079901,50.12500106
1590,2,733,734.60804,2.585792629,1234,1246.391026,153.537521
1600,0,700,699.0076227,0.98481266,1076,1063.277739,161.855936
1600,1,734,734.8645755,0.747490738,1184,1191.447178,55.46046497
1600,2,733,734.5952163,2.544714932,1234,1245.598055,134.5148817
1610,0,700,698.8459542,1.33182169,1076,1063.90211,146.3589456
1610,1,734,735.1513368,1.325576314,1184,1190.856221,47.00776404
1610,2,733,734.8335991,3.36208573,1234,1245.657817,135.9047035
1620,0,700,698.5257836,2.173313953,1076,1062.856285,172.7572533
1620,1,734,734.8730214,0.762166331,1184,1191.337551,53.83965399
1620,2,733,734.5252902,2.326510114,1234,1246.46422,155.3567701
1630,0,700,698.8718989,1.272612148,1076,1062.824147,173.6031012
1630,1,734,735.2313984,1.516342035,1184,1190.896912,47.56739484
1630,2,733,735.1437331,4.595591801,1234,1246.340572,152.2897213
1640,0,700,698.9326012,1.139340243,1076,1063.271608,162.0119636
1640,1,734,735.0665432,1.137514348,1184,1191.142541,51.01589759
1640,2,733,735.1792315,4.749049905,1234,1245.676797,136.3475896
1650,0,700,699.1879471,0.659429836,1076,1063.009019,168.7655794
1650,1,734,735.0335428,1.068210628,1184,1191.618065,58.03491273
1650,2,733,734.8794644,3.532386465,1234,1245.699517,136.8786985
1660,0,700,698.9338396,1.136698089,1076,1063.137439,165.4454695
1660,1,734,735.0282987,1.05739812,1184,1190.403744,41.00793735
1660,2,733,734.4416622,2.07839002,1234,1246.165423,147.9975233
1670,0,700,698.8464613,1.330651589,1076,1063.049653,167.7114826
1670,1,734,735.1944982,1.426825981,1184,1190.915202,47.82002306
1670,2,733,734.4900879,2.220361899,1234,1245.775142,138.653976
1680,0,700,698.8757884,1.26385178,1076,1063.02423,168.3706156
1680,1,734,735.0683631,1.14139962,1184,1190.866435,47.14792723
1680,2,733,734.8226484,3.322047332,1234,1245.739617,137.8186121
1690,0,700,699.1769704,0.677377687,1076,1063.440643,157.7374364
1690,1,734,735.0196915,1.039770772,1184,1191.113676,50.60438414
1690,2,733,734.9324289,3.734281551,1234,1245.531265,132.9700816
1700,0,700,698.8606285,1.298167495,1076,1063.125101,165.763015
1700,1,734,735.0385598,1.078606495,1184,1191.413931,54.96637627
1700,2,733,734.9065105,3.634782122,1234,1245.691619,136.6939547
1710,0,700,698.9070974,1.194436132,1076,1063.241215,162.7865937
1710,1,734,735.0146983,1.029612629,1184,1190.671303,44.50628446
1710,2,733,734.7422515,3.035440185,1234,1245.284899,127.348955
1720,0,700,699.0556321,0.891830777,1076,1062.883873,172.032789
1720,1,734,734.8822828,0.778422924,1184,1190.53445,42.69903108
1720,2,733,735.1859111,4.778207265,1234,1246.262244,150.3626392
1730,0,700,698.7438835,1.577828729,1076,1063.191589,164.0553979
1730,1,734,735.0209595,1.042358362,1184,1191.131019,50.85143121
1730,2,733,734.962806,3.852607336,1234,1246.447392,154.937565
1740,0,700,698.440862,2.430911243,1076,1063.458679,157.2847377
1740,1,734,735.0670988,1.138699768,1184,1190.036032,36.43368763
1740,2,733,734.7278174,2.985352975,1234,1246.918917,166.8984155
1750,0,700,698.6992696,1.691899598,1076,1063.202504,163.7758981
1750,1,734,735.2197802,1.487863648,1184,1191.013708,49.19210036
1750,2,733,734.5797961,2.495755567,1234,1246.132918,147.2076975
1760,0,700,699.0784511,0.849252381,1076,1063.640271,152.7629127
1760,1,734,735.0541126,1.111153412,1184,1190.715712,45.10078417
1760,2,733,734.2760196,1.628226085,1234,1245.480011,131.7906604
1770,0,700,699.0667738,0.870911139,1076,1063.084173,166.818584
1770,1,734,734.6780913,0.459807762,1184,1189.827169,33.95589687
1770,2,733,734.43838,2.068937105,1234,1246.870808,165.6577091
1780,0,700,698.6752632,1.754927702,1076,1062.700519,176.8761918
1780,1,734,735.2076273,1.458363713,1184,1191.430706,55.21539413
1780,2,733,734.5465229,2.391732975,1234,1246.402457,153.8209334
1790,0,700,698.9346354,1.135001685,1076,1063.010544,168.7259711
1790,1,734,735.4041031,1.971505438,1184,1190.999902,48.99862844
1790,2,733,734.6074356,2.583849212,1234,1246.224054,149.4274968
1800,0,700,698.8403986,1.344675322,1076,1063.381848,159.2177695
1800,1,734,735.1543624,1.332552507,1184,1190.653107,44.26383311
1800,2,733,734.804503,3.256231211,1234,1246.622213,159.3202624
1810,0,700,698.8569388,1.306588997,1076,1063.134907,165.5106201
1810,1,734,735.1178802,1.249656085,1184,1190.740567,45.43524728
1810,2,733,734.4086616,1.984327549,1234,1246.317493,151.720627
1820,0,700,698.9724215,1.055917576,1076,1063.828825,148.1374949
1820,1,734,734.87692,0.768988742,1184,1190.227019,38.77576293
1820,2,733,734.6680076,2.78224951,1234,1246.104482,146.5184912
1830,0,700,698.6277632,1.883033701,1076,1063.420313,158.2485251
1830,1,734,735.1851926,1.404681538,1184,1191.021654,49.30363086
1830,2,733,734.5951258,2.544426354,1234,1246.436327,154.6622289
1840,0,700,699.0162906,0.967684231,1076,1063.062904,167.3684631
1840,1,734,734.7077826,0.500956227,1184,1191.126666,50.78936571
1840,2,733,734.4308353,2.047289652,1234,1246.196874,148.7637374
1850,0,700,699.3371282,0.439399058,1076,1063.064511,167.3268803
1850,1,734,735.0337759,1.06869252,1184,1190.82359,46.56137655
1850,2,733,734.222161,1.493677469,1234,1245.238799,126.3106122
1860,0,700,698.6950227,1.702965802,1076,1062.673923,177.5843179
1860,1,734,735.027351,1.055450038,1184,1190.502029,42.27637703
1860,2,733,734.5529495,2.411652012,1234,1245.919187,142.0670135
1870,0,700,699.217497,0.612310992,1076,1062.981287,169.4868957
1870,1,734,735.1215904,1.257965023,1184,1191.307601,53.40103455
1870,2,733,734.6664572,2.777079631,1234,1246.097953,146.3604711
1880,0,700,699.0885384,0.830762268,1076,1062.783921,174.6647311
1880,1,734,735.0370113,1.075392499,1184,1190.081178,36.98072572
1880,2,733,734.8599322,3.459347823,1234,1245.650062,135.7239355
1890,0,700,698.6341138,1.865645103,1076,1062.655151,178.0849851
1890,1,734,735.062936,1.129832846,1184,1190.701052,44.90410023
1890,2,733,734.5787309,2.492391246,1234,1245.80521,139.3629742
1900,0,700,698.9576204,1.086555276,1076,1062.681404,177.3850047
1900,1,734,734.8160623,0.665957701,1184,1191.040021,49.5619
1900,2,733,734.976668,3.907216233,1234,1245.684472,136.5268927
1910,0,700,699.2814768,0.516275545,1076,1063.130923,165.6131344
1910,1,734,735.1637006,1.354199174,1184,1190.999085,48.98719429
1910,2,733,734.7052757,2.907965067,1234,1245.844155,140.284
1920,0,700,699.0647251,0.874739075,1076,1063.534459,155.3897112
1920,1,734,735.3448904,1.80873012,1184,1191.166968,51.36542867
1920,2,733,734.3904715,1.933411118,1234,1245.429079,130.6238421
1930,0,700,699.0991005,0.811619977,1076,1063.527434,155.5648993
1930,1,734,734.95845,0.918626495,1184,1190.90543,47.68495665
1930,2,733,734.5941439,2.54129488,1234,1246.009065,144.2176405
1940,0,700,698.9071248,1.194376204,1076,1063.764042,149.718661
1940,1,734,735.2105047,1.465321566,1184,1191.42747,55.16731161
1940,2,733,734.6713899,2.793544359,1234,1245.214675,125.7689317
1950,0,700,698.8208652,1.390358895,1076,1063.303378,161.2041981
1950,1,734,734.6827253,0.466113836,1184,1190.517558,42.47856394
1950,2,733,734.5230654,2.31972829,1234,1245.238908,126.313055
1960,0,700,698.9024285,1.204663171,1076,1063.355004,159.8959204
1960,1,734,735.0367739,1.074900042,1184,1191.081813,50.15207803
1960,2,733,734.4427914,2.081646945,1234,1246.364493,152.8806803
1970,0,700,698.6767856,1.750896339,1076,1063.600584,153.7455148
1970,1,734,735.1383464,1.295832419,1184,1191.618178,58.03662989
1970,2,733,734.5002203,2.250660932,1234,1246.190032,148.5968847
1980,0,700,699.0229395,0.954647163,1076,1063.715245,150.9152026
1980,1,734,735.0355857,1.072437743,1184,1190.855251,46.99446276
1980,2,733,734.6644221,2.770300904,1234,1246.321358,151.8158537
1990,0,700,699.1640279,0.698849292,1076,1063.369059,159.5406592
1990,1,734,735.1847691,1.403677725,1184,1191.039271,49.55133816
1990,2,733,734.7038265,2.903024691,1234,1245.831567,139.9859708
